GENE	gene	condition
SGSH	SGSH	Sanfilippo/MPSIII Sequencing Panel
SH3BP2	SH3BP2	SH3BP2 Gene Sequencing
SH3TC2	SH3TC2	Demyelinating CMT Panel
SH3TC2	SH3TC2	Hereditary Neuropathy Panel
SHH	SHH	SHH Del/Dup
SHH	SHH	Holoprosencephaly Panel & Del/Dup
SHH	SHH	Prenatal Holoprosencephaly Panel & Del/Dup
SHOC2	SHOC2	Prenatal Noonan Spectrum Disorders Panel
SHOC2	SHOC2	Noonan and RASopathies Panel
SHOC2	SHOC2	SHOC2 Gene Sequencing
SIL1	SIL1	Neuromuscular Disorders Panel
SIX1	SIX1	SIX1 Del/Dup
SIX1	SIX1	SIX1 Gene Sequencing
SIX3	SIX3	SIX3 Del/Dup
SIX3	SIX3	Holoprosencephaly Panel & Del/Dup
SIX3	SIX3	Prenatal Holoprosencephaly Panel & Del/Dup
SIX6	SIX6	SIX6 Del/Dup
SKI	SKI	Marfan/TAAD Sequencing & Del/Dup Panel
SKI	SKI	Marfan Syndrome/TAAD Sequencing Panel
SLC12A6	SLC12A6	Hereditary Neuropathy Panel
SLC17A5	SLC17A5	SLC17A5 Del/Dup
SLC17A5	SLC17A5	SLC17A5 Gene Sequencing & Del/Dup
SLC19A3	SLC19A3	Combined Mito Genome Plus Mito Nuclear Gene Panel
SLC19A3	SLC19A3	Comprehensive Mitochondrial Nuclear Gene Panel
SLC19A3	SLC19A3	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
SLC19A3	SLC19A3	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SLC22A5	SLC22A5	Fatty Acid Oxidation Sequencing Panel
SLC22A5	SLC22A5	Reflex Del/Dup Testing After Fatty Acid Oxidation Disorders Panel
SLC22A5	SLC22A5	SLC22A5 Del/Dup
SLC22A5	SLC22A5	SLC22A5 Gene Sequencing
SLC22A5	SLC22A5	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
SLC22A5	SLC22A5	Reflex Del/Dup Testing after Hyperammonemia Panel
SLC25A13	SLC25A13	SLC25A13 Del/Dup
SLC25A13	SLC25A13	SLC25A13 Gene Sequencing
SLC25A13	SLC25A13	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
SLC25A13	SLC25A13	Reflex Del/Dup Testing after Hyperammonemia Panel
SLC25A15	SLC25A15	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
SLC25A15	SLC25A15	Reflex Del/Dup Testing after Hyperammonemia Panel
SLC25A19	SLC25A19	Microcephaly Panel
SLC25A20	SLC25A20	Fatty Acid Oxidation Sequencing Panel
SLC25A20	SLC25A20	Reflex Del/Dup Testing After Fatty Acid Oxidation Disorders Panel
SLC25A20	SLC25A20	SLC25A20 Del/Dup
SLC25A20	SLC25A20	SLC25A20 Gene Sequencing
SLC25A20	SLC25A20	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
SLC25A20	SLC25A20	Reflex Del/Dup Testing after Hyperammonemia Panel
SLC25A22	SLC25A22	Infantile Epilepsy Panel
SLC25A22	SLC25A22	Comprehensive Epilepsy Panel
SLC25A22	SLC25A22	SLC25A3 (PHC)
SLC25A22	SLC25A22	Combined Mito Genome Plus Mito Nuclear Gene Panel
SLC25A22	SLC25A22	Comprehensive Mitochondrial Nuclear Gene Panel
SLC25A22	SLC25A22	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SLC25A4	SLC25A4	Combined Mito Genome Plus Mito Nuclear Gene Panel
SLC25A4	SLC25A4	Comprehensive Mitochondrial Nuclear Gene Panel
SLC25A4	SLC25A4	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
SLC25A4	SLC25A4	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
SLC25A4	SLC25A4	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SLC26A4	SLC26A4	SLC26A4 Gene Sequencing
SLC27A4	SLC27A4	SLC27A4 Gene Sequencing
SLC27A4	SLC27A4	Congenital Ichthyosis XomeDxSlice
SLC2A1	SLC2A1	STAT Epilepsy Panel
SLC2A1	SLC2A1	Childhood-Onset Epilepsy Panel
SLC2A1	SLC2A1	Infantile Epilepsy Panel
SLC2A1	SLC2A1	Comprehensive Epilepsy Panel
SLC2A10	SLC2A10	Marfan Syndrome/TAAD Del/Dup Panel
SLC2A10	SLC2A10	Marfan/TAAD Sequencing & Del/Dup Panel
SLC2A10	SLC2A10	Marfan Syndrome/TAAD Sequencing Panel
SLC37A4	SLC37A4	Combined Mito Genome Plus Mito Nuclear Gene Panel
SLC37A4	SLC37A4	Comprehensive Mitochondrial Nuclear Gene Panel
SLC37A4	SLC37A4	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SLC7A7	SLC7A7	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
SLC7A7	SLC7A7	Reflex Del/Dup Testing after Hyperammonemia Panel
SLC9A6	SLC9A6	Rett/Angelman Syndrome Panel
SLC9A6	SLC9A6	SLC9A6 Gene Sequencing
SLC9A6	SLC9A6	Microcephaly Panel
SLC9A6	SLC9A6	Childhood-Onset Epilepsy Panel
SLC9A6	SLC9A6	Infantile Epilepsy Panel
SLC9A6	SLC9A6	Comprehensive Epilepsy Panel
SMAD3	SMAD3	Marfan Syndrome/TAAD Del/Dup Panel
SMAD3	SMAD3	Marfan/TAAD Sequencing & Del/Dup Panel
SMAD3	SMAD3	Marfan Syndrome/TAAD Sequencing Panel
SMAD4	SMAD4	Colorectal Cancer Panel
SMAD4	SMAD4	High/Moderate Risk Panel
SMAD4	SMAD4	OncoGeneDx Custom Panel
SMAD4	SMAD4	Comprehensive Cancer Panel
SMAD4	SMAD4	BMPR1A, SMAD4 Gene Sequencing & Del/Dup
SMAD4	SMAD4	JPS Del/Dup Analysis
SMAD4	SMAD4	JPS Tier 1
SMAD4	SMAD4	Hereditary Hemorrhagic Telangiectasia Panel
SMAD9	SMAD9	Pulmonary Arterial Hypertension Panel
SMC1A	SMC1A	SMC1A Del/Dup
SMC1A	SMC1A	SMC1A Gene Sequencing
SMC1A	SMC1A	NIPBL and SMC1A Sequencing and Del/Dup Panel
SMPD1	SMPD1	SMPD1 Del/Dup
SMPD1	SMPD1	SMPD1 Gene Sequencing
SMPD1	SMPD1	SMPD1 Hot Spots (Ashkenazi Jewish mutation)
SNAP29	SNAP29	Congenital Ichthyosis XomeDxSlice
SNTA1	SNTA1	LQTS Del/Dup Panel
SNTA1	SNTA1	LQTS Sequencing Panel
SNTA1	SNTA1	LQTS Gene Sequencing & Del/Dup Panel
SNTA1	SNTA1	Comprehensive Arrhythmia Panel
SOS1	SOS1	Prenatal Noonan Spectrum Disorders Panel
SOS1	SOS1	Noonan and RASopathies Panel
SOS1	SOS1	Comprehensive Cardiomyopathy Panel
SOX2	SOX2	SOX2 Del/Dup
SOX2	SOX2	SOX2 Gene Sequencing
SOX2	SOX2	Prenatal Anophthalmia/Microphthalmia Panel & Del/Dup
SOX9	SOX9	Prenatal SOX9 Gene Sequencing and Del/Dup
SOX9	SOX9	SOX9 Del/Dup
SOX9	SOX9	SOX9 Gene Sequencing
SPG7	SPG7	Combined Mito Genome Plus Mito Nuclear Gene Panel
SPG7	SPG7	Comprehensive Mitochondrial Nuclear Gene Panel
SPG7	SPG7	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
SPG7	SPG7	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
SPINK5	SPINK5	SPINK5 Del/Dup
SPINK5	SPINK5	SPINK5 Gene Sequencing
SPINK5	SPINK5	Congenital Ichthyosis XomeDxSlice
SPINK5	SPINK5	Hyper-IgE Syndromes Panel
SPRED1	SPRED1	Noonan and RASopathies Panel
SPRED1	SPRED1	SPRED1 Del/Dup
SPRED1	SPRED1	SPRED1 Gene Sequencing
SPTAN1	SPTAN1	STAT Epilepsy Panel
SPTAN1	SPTAN1	Infantile Epilepsy Panel
SPTAN1	SPTAN1	Comprehensive Epilepsy Panel
SPTLC1	SPTLC1	Hereditary Neuropathy Panel
SPTLC2	SPTLC2	Hereditary Neuropathy Panel
SRD5A2	SRD5A2	Prenatal SRD5A2 Gene Sequencing
SRD5A2	SRD5A2	SRD5A2 Del/Dup
SRD5A2	SRD5A2	SRD5A2 Gene Sequencing
SRPX2	SRPX2	Cortical Brain Malformations Panel
SRPX2	SRPX2	Comprehensive Brain Malformations Panel
SRPX2	SRPX2	Comprehensive Epilepsy Panel
SRY	SRY	Prenatal SRY Gene Sequencing
SRY	SRY	SRY Gene Sequencing
ST14	ST14	Congenital Ichthyosis XomeDxSlice
STAT3	STAT3	STAT3 Gene Sequencing
STAT3	STAT3	STAT3 Remaining Exons Sequencing
STAT3	STAT3	STAT3 Select Exons Sequencing
STAT3	STAT3	Hyper-IgE Syndromes Panel
STIL	STIL	Microcephaly Panel
STK11	STK11	Colorectal Cancer Panel
STK11	STK11	Pancreatic Cancer Panel
STK11	STK11	STK11 Gene Sequencing & Del/Dup
STK11	STK11	High/Moderate Risk Panel
STK11	STK11	Breast/Ovarian Cancer Panel
STK11	STK11	OncoGeneDx Custom Panel
STK11	STK11	Comprehensive Cancer Panel
STK11	STK11	Breast Cancer High Risk Panel
STK11	STK11	Breast Cancer High Risk Panel and PALB2
STK11	STK11	Breast Cancer High/Moderate Risk Panel
STRA6	STRA6	STRA6 Gene Sequencing
STS	STS	Congenital Ichthyosis XomeDxSlice
STXBP1	STXBP1	STAT Epilepsy Panel
STXBP1	STXBP1	Infantile Epilepsy Panel
STXBP1	STXBP1	Comprehensive Epilepsy Panel
SUCLA2	SUCLA2	Methylglutaconic Aciduria Nuclear Gene Panel
SUCLA2	SUCLA2	Combined Mito Genome Plus Mito Nuclear Gene Panel
SUCLA2	SUCLA2	Comprehensive Mitochondrial Nuclear Gene Panel
SUCLA2	SUCLA2	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
SUCLA2	SUCLA2	Reflex Del/Dup Testing After MMA and Related Disorders Panel
SUCLA2	SUCLA2	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
SUCLA2	SUCLA2	Mitochondrial Complex I Deficiency Nuclear Gene Panel
SUCLA2	SUCLA2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SUCLA2	SUCLA2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SUCLG1	SUCLG1	Combined Mito Genome Plus Mito Nuclear Gene Panel
SUCLG1	SUCLG1	Comprehensive Mitochondrial Nuclear Gene Panel
SUCLG1	SUCLG1	Methylmalonic Acidemia, Cobalamin Metabolism and Related Disorders Sequencing Panel
SUCLG1	SUCLG1	Reflex Del/Dup Testing After MMA and Related Disorders Panel
SUCLG1	SUCLG1	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
SUCLG1	SUCLG1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SUCLG1	SUCLG1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SUMF1	SUMF1	SUMF1 Del/Dup
SUMF1	SUMF1	SUMF1 Gene Sequencing
SURF1	SURF1	Combined Mito Genome Plus Mito Nuclear Gene Panel
SURF1	SURF1	Comprehensive Mitochondrial Nuclear Gene Panel
SURF1	SURF1	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
SURF1	SURF1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SURF1	SURF1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SYN1	SYN1	Childhood-Onset Epilepsy Panel
SYN1	SYN1	Comprehensive Epilepsy Panel
SYNE1	SYNE1	Congenital Myopathies & Muscular Dystrophies Panel
SYNE1	SYNE1	Neuromuscular Disorders Panel
SYNE1	SYNE1	TBack To Top
TAC3	TAC3	Hypogonadotropic Hypogonadism Gene Sequencing and Del/Dup Panel
TACO1	TACO1	Combined Mito Genome Plus Mito Nuclear Gene Panel
TACO1	TACO1	Comprehensive Mitochondrial Nuclear Gene Panel
TACO1	TACO1	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
TACO1	TACO1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TACR3	TACR3	Hypogonadotropic Hypogonadism Gene Sequencing and Del/Dup Panel
TAT	TAT	TAT Del/Dup
TAT	TAT	TAT Gene Sequencing
TAZ	TAZ	Methylglutaconic Aciduria Nuclear Gene Panel
TAZ	TAZ	Combined Mito Genome Plus Mito Nuclear Gene Panel
TAZ	TAZ	Comprehensive Mitochondrial Nuclear Gene Panel
TAZ	TAZ	Cardiomyopathies Del/Dup Panel
TAZ	TAZ	DCM/LVNC Sequencing Panel
TAZ	TAZ	Comprehensive Cardiomyopathy Panel
TAZ	TAZ	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TBC1D24	TBC1D24	Childhood-Onset Epilepsy Panel
TBC1D24	TBC1D24	Infantile Epilepsy Panel
TBC1D24	TBC1D24	Comprehensive Epilepsy Panel
TBX1	TBX1	TBX1 Del/Dup
TBX1	TBX1	TBX1 Gene Sequencing
TBX5	TBX5	Prenatal TBX5 Gene Sequencing
TBX5	TBX5	TBX5 Del/Dup
TBX5	TBX5	TBX5 Gene Sequencing
TCAP	TCAP	Limb-Girdle Muscular Dystrophy Panel
TCAP	TCAP	DCM/LVNC Sequencing Panel
TCAP	TCAP	Neuromuscular Disorders Panel
TCAP	TCAP	Comprehensive Cardiomyopathy Panel
TCF4	TCF4	Rett/Angelman Syndrome Panel
TCF4	TCF4	Microcephaly Panel
TCF4	TCF4	Childhood-Onset Epilepsy Panel
TCF4	TCF4	Infantile Epilepsy Panel
TCF4	TCF4	Comprehensive Epilepsy Panel
TCOF1	TCOF1	TCOF1 Del/Dup
TCOF1	TCOF1	TCOF1 Gene Sequencing
TERC	TERC	TERC Del/Dup
TERC	TERC	TERC Gene Sequencing
TERT	TERT	TERT Gene Sequencing
TFG	TFG	Hereditary Neuropathy Panel
TGFB2	TGFB2	Marfan/TAAD Sequencing & Del/Dup Panel
TGFB2	TGFB2	Marfan Syndrome/TAAD Sequencing Panel
TGFBR1	TGFBR1	Marfan Syndrome/TAAD Del/Dup Panel
TGFBR1	TGFBR1	Marfan/TAAD Sequencing & Del/Dup Panel
TGFBR1	TGFBR1	Marfan Syndrome/TAAD Sequencing Panel
TGFBR1	TGFBR1	TGFBR1 Gene Sequencing
TGFBR1	TGFBR1	Loeys-Dietz Syndrome Panel
TGFBR2	TGFBR2	Marfan Syndrome/TAAD Del/Dup Panel
TGFBR2	TGFBR2	Marfan/TAAD Sequencing & Del/Dup Panel
TGFBR2	TGFBR2	Marfan Syndrome/TAAD Sequencing Panel
TGFBR2	TGFBR2	Loeys-Dietz Syndrome Panel
IL10	TGIF	Holoprosencephaly Panel & Del/Dup
IL10	TGIF	Prenatal Holoprosencephaly Panel & Del/Dup
TGM1	TGM1	TGM1 Del/Dup
TGM1	TGM1	TGM1 Gene Sequencing
TGM1	TGM1	Congenital Ichthyosis XomeDxSlice
TGM5	TGM5	Congenital Ichthyosis XomeDxSlice
TH	TH	TH Del/Dup
TH	TH	TH Gene Sequencing
TIMM44	TIMM44	Combined Mito Genome Plus Mito Nuclear Gene Panel
TIMM44	TIMM44	Comprehensive Mitochondrial Nuclear Gene Panel
TIMM44	TIMM44	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TIMM44	TIMM44	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TIMM8A	TIMM8A	Combined Mito Genome Plus Mito Nuclear Gene Panel
TIMM8A	TIMM8A	Comprehensive Mitochondrial Nuclear Gene Panel
TIMM8A	TIMM8A	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
TINF2	TINF2	TINF2 Del/Dup
TINF2	TINF2	TINF2 Exon 6 Sequencing
TK2	TK2	Combined Mito Genome Plus Mito Nuclear Gene Panel
TK2	TK2	Comprehensive Mitochondrial Nuclear Gene Panel
TK2	TK2	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
TK2	TK2	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
TK2	TK2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TK2	TK2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TMEM126A	TMEM126A	Combined Mito Genome Plus Mito Nuclear Gene Panel
TMEM126A	TMEM126A	Comprehensive Mitochondrial Nuclear Gene Panel
TMEM126A	TMEM126A	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
TMEM127	TMEM127	TMEM127 Gene Sequencing
TMEM138	TMEM138	Joubert Syndrome and Related Disorders Panel
TMEM138	TMEM138	Comprehensive Brain Malformations Panel
TMEM216	TMEM216	Joubert Syndrome and Related Disorders Panel
TMEM216	TMEM216	Comprehensive Brain Malformations Panel
TMEM237	TMEM237	Joubert Syndrome and Related Disorders Panel
TMEM237	TMEM237	Comprehensive Brain Malformations Panel
TMEM43	TMEM43	Comprehensive Arrhythmia Panel
TMEM43	TMEM43	Comprehensive Cardiomyopathy Panel
TMEM43	TMEM43	ARVC Del/Dup Panel
TMEM43	TMEM43	ARVC Sequencing Panel
TMEM5	TMEM5	Syndromic Congenital Muscular Dystrophy Panel
TMEM5	TMEM5	Neuromuscular Disorders Panel
TMEM67	TMEM67	Joubert Syndrome and Related Disorders Panel
TMEM67	TMEM67	Comprehensive Brain Malformations Panel
TMEM70	TMEM70	Methylglutaconic Aciduria Nuclear Gene Panel
TMEM70	TMEM70	Combined Mito Genome Plus Mito Nuclear Gene Panel
TMEM70	TMEM70	Comprehensive Mitochondrial Nuclear Gene Panel
TMEM70	TMEM70	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
TMEM70	TMEM70	Reflex Del/Dup Testing after Hyperammonemia Panel
TMEM70	TMEM70	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TMEM70	TMEM70	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TMPO	TMPO	Comprehensive Cardiomyopathy Panel
TNFRSF1A	TNFRSF1A	TNFRSF1A Select Exons Sequencing
TNFRSF1A	TNFRSF1A	Periodic Fever Syndromes Panel (7 genes)
TNNC1	TNNC1	HCM Sequencing Panel
TNNC1	TNNC1	Cardiomyopathies Del/Dup Panel
TNNC1	TNNC1	DCM/LVNC Sequencing Panel
TNNC1	TNNC1	Comprehensive Cardiomyopathy Panel
TNNI2	TNNI2	Neuromuscular Disorders Panel
TNNI3	TNNI3	HCM Sequencing Panel
TNNI3	TNNI3	Cardiomyopathies Del/Dup Panel
TNNI3	TNNI3	DCM/LVNC Sequencing Panel
TNNI3	TNNI3	Comprehensive Cardiomyopathy Panel
TNNT1	TNNT1	Congenital Myopathies & Muscular Dystrophies Panel
TNNT1	TNNT1	Neuromuscular Disorders Panel
TNNT2	TNNT2	HCM Sequencing Panel
TNNT2	TNNT2	Cardiomyopathies Del/Dup Panel
TNNT2	TNNT2	DCM/LVNC Sequencing Panel
TNNT2	TNNT2	Comprehensive Cardiomyopathy Panel
TNPO3	TNPO3	Limb-Girdle Muscular Dystrophy Panel
TNPO3	TNPO3	Neuromuscular Disorders Panel
TP53	TP53	Endometrial Cancer Panel
TP53	TP53	Colorectal Cancer Panel
TP53	TP53	Pancreatic Cancer Panel
TP53	TP53	TP53 Del/Dup
TP53	TP53	TP53 Gene Sequencing
TP53	TP53	TP53 Gene Sequencing & Del/Dup
TP53	TP53	High/Moderate Risk Panel
TP53	TP53	Breast/Ovarian Cancer Panel
TP53	TP53	OncoGeneDx Custom Panel
TP53	TP53	Comprehensive Cancer Panel
TP53	TP53	Breast Cancer High Risk Panel
TP53	TP53	Breast Cancer High Risk Panel and PALB2
TP53	TP53	Breast Cancer High/Moderate Risk Panel
TP53	TP53	TP63 (TP73L)
TP53	TP53	Prenatal TP73L (TP63) Gene Sequencing
TP53	TP53	TP63 Del/Dup
TP53	TP53	TP63 Remaining Exons Sequencing
TP53	TP53	TP63 Select Exons Sequencing
TPK1	TPK1	Combined Mito Genome Plus Mito Nuclear Gene Panel
TPK1	TPK1	Comprehensive Mitochondrial Nuclear Gene Panel
TPK1	TPK1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TPK1	TPK1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TPM1	TPM1	HCM Sequencing Panel
TPM1	TPM1	Cardiomyopathies Del/Dup Panel
TPM1	TPM1	DCM/LVNC Sequencing Panel
TPM1	TPM1	Comprehensive Cardiomyopathy Panel
TPM2	TPM2	Congenital Myopathies & Muscular Dystrophies Panel
TPM2	TPM2	Neuromuscular Disorders Panel
TPM3	TPM3	Congenital Myopathies & Muscular Dystrophies Panel
TPM3	TPM3	Neuromuscular Disorders Panel
TPM3	TPM3	TPP1 (CLN2)
TPM3	TPM3	Progressive Myoclonic Epilepsy Panel
TPM3	TPM3	TPP1 Del/Dup
TPM3	TPM3	TPP1 Gene Sequencing
TPM3	TPM3	Childhood-Onset Epilepsy Panel
TPM3	TPM3	Infantile Epilepsy Panel
TPM3	TPM3	Comprehensive Epilepsy Panel
TREX1	TREX1	AGS Tier 1
TREX1	TREX1	AGS Panel
TRIM32	TRIM32	Limb-Girdle Muscular Dystrophy Panel
TRIM32	TRIM32	Neuromuscular Disorders Panel
TRMU	TRMU	Combined Mito Genome Plus Mito Nuclear Gene Panel
TRMU	TRMU	Comprehensive Mitochondrial Nuclear Gene Panel
TRMU	TRMU	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TRPM1	TRPM1	TRPM1 Gene Sequencing
TRPV4	TRPV4	Axonal CMT Panel
TRPV4	TRPV4	Hereditary Neuropathy Panel
TRPV4	TRPV4	Neuromuscular Disorders Panel
TSC1	TSC1	Tuberous Sclerosis Panel
TSC1	TSC1	Infantile Epilepsy Panel
TSC1	TSC1	Comprehensive Epilepsy Panel
TSC2	TSC2	Tuberous Sclerosis Panel
TSC2	TSC2	Infantile Epilepsy Panel
TSC2	TSC2	Comprehensive Epilepsy Panel
TSEN2	TSEN2	Comprehensive Brain Malformations Panel
TSEN2	TSEN2	Pontocerebellar Hypoplasia Panel
TSEN34	TSEN34	Comprehensive Brain Malformations Panel
TSEN34	TSEN34	Pontocerebellar Hypoplasia Panel
TSEN54	TSEN54	Comprehensive Brain Malformations Panel
TSEN54	TSEN54	Pontocerebellar Hypoplasia Panel
TSFM	TSFM	Combined Mito Genome Plus Mito Nuclear Gene Panel
TSFM	TSFM	Comprehensive Mitochondrial Nuclear Gene Panel
TSFM	TSFM	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TSFM	TSFM	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TSPAN12	TSPAN12	TSPAN12 Gene Sequencing
TTC19	TTC19	Combined Mito Genome Plus Mito Nuclear Gene Panel
TTC19	TTC19	Comprehensive Mitochondrial Nuclear Gene Panel
TTC19	TTC19	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TTN	TTN	Limb-Girdle Muscular Dystrophy Panel
TTN	TTN	DCM/LVNC Sequencing Panel
TTN	TTN	Neuromuscular Disorders Panel
TTN	TTN	Comprehensive Cardiomyopathy Panel
TTR	TTR	HCM Sequencing Panel
TTR	TTR	TTR Del/Dup
TTR	TTR	TTR Gene Sequencing
TTR	TTR	Cardiomyopathies Del/Dup Panel
TTR	TTR	DCM/LVNC Sequencing Panel
TTR	TTR	Hereditary Neuropathy Panel
TTR	TTR	Comprehensive Cardiomyopathy Panel
TUBA1A	TUBA1A	Cortical Brain Malformations Panel
TUBA1A	TUBA1A	Comprehensive Brain Malformations Panel
TUBA8	TUBA8	Cortical Brain Malformations Panel
TUBA8	TUBA8	Comprehensive Brain Malformations Panel
TUBB2B	TUBB2B	Cortical Brain Malformations Panel
TUBB2B	TUBB2B	Comprehensive Brain Malformations Panel
TUBB3	TUBB3	Cortical Brain Malformations Panel
TUBB3	TUBB3	Microcephaly Panel
TUBB3	TUBB3	Comprehensive Brain Malformations Panel
TUFM	TUFM	Combined Mito Genome Plus Mito Nuclear Gene Panel
TUFM	TUFM	Comprehensive Mitochondrial Nuclear Gene Panel
TUFM	TUFM	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TUFM	TUFM	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TYK2	TYK2	Hyper-IgE Syndromes Panel
TYMP	TYMP	Combined Mito Genome Plus Mito Nuclear Gene Panel
TYMP	TYMP	Comprehensive Mitochondrial Nuclear Gene Panel
TYMP	TYMP	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
TYMP	TYMP	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
TYMP	TYMP	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
TYMP	TYMP	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
TYMP	TYMP	UBack To Top
UBA1	UBA1	Neuromuscular Disorders Panel
UBE3A	UBE3A	Rett/Angelman Syndrome Panel
UBE3A	UBE3A	UBE3A Del/Dup
UBE3A	UBE3A	UBE3A Gene Sequencing
UBE3A	UBE3A	UBE3A Gene Sequencing & Del/Dup
UBE3A	UBE3A	Microcephaly Panel
UBE3A	UBE3A	Childhood-Onset Epilepsy Panel
UBE3A	UBE3A	Infantile Epilepsy Panel
UBE3A	UBE3A	Comprehensive Epilepsy Panel
UNG	UNG	UNG Gene Sequencing
UPF3B	UPF3B	Syndromic Macrocephaly/Overgrowth Panel
UQCRB	UQCRB	Combined Mito Genome Plus Mito Nuclear Gene Panel
UQCRB	UQCRB	Comprehensive Mitochondrial Nuclear Gene Panel
UQCRB	UQCRB	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
UQCRQ	UQCRQ	Combined Mito Genome Plus Mito Nuclear Gene Panel
UQCRQ	UQCRQ	Comprehensive Mitochondrial Nuclear Gene Panel
USH1C	USH1C	Usher Syndrome Del/Dup Panel
USH1C	USH1C	Usher Syndrome Panel
USH1G	USH1G	Usher Syndrome Del/Dup Panel
USH1G	USH1G	Usher Syndrome Panel
USH2A	USH2A	arRP Del/Dup Panel
USH2A	USH2A	arRP Sequencing Panel
USH2A	USH2A	Usher Syndrome Del/Dup Panel
USH2A	USH2A	Usher Syndrome Panel
USH2A	USH2A	VBack To Top
VCL	VCL	DCM/LVNC Sequencing Panel
VCL	VCL	Comprehensive Cardiomyopathy Panel
VHL	VHL	Pancreatic Cancer Panel
VHL	VHL	VHL Gene Sequencing
VHL	VHL	VHL Gene Sequencing & Del/Dup
VHL	VHL	High/Moderate Risk Panel
VHL	VHL	OncoGeneDx Custom Panel
VHL	VHL	Comprehensive Cancer Panel
VLDLR	VLDLR	Cortical Brain Malformations Panel
VLDLR	VLDLR	Comprehensive Brain Malformations Panel
VLDLR	VLDLR	VPS13B (COH1)
VLDLR	VLDLR	VPS13B (COH1) Del/Dup
VLDLR	VLDLR	VPS13B (COH1) Gene Sequencing
VLDLR	VLDLR	VPS13B (COH1) Targeted (Finnish mutation) Gene Sequencing
VPS33B	VPS33B	Congenital Ichthyosis XomeDxSlice
VRK1	VRK1	Syndromic Congenital Muscular Dystrophy Panel
VRK1	VRK1	Comprehensive Brain Malformations Panel
VRK1	VRK1	Neuromuscular Disorders Panel
VRK1	VRK1	Pontocerebellar Hypoplasia Panel
VRK1	VRK1	VSX2 (CHX10)
VRK1	VRK1	VSX2 (CHX10) Gene Sequencing
VRK1	VRK1	Prenatal Anophthalmia/Microphthalmia Panel & Del/Dup
VRK1	VRK1	WBack To Top
